filepath,relative_path,split,class,filename,size_bytes,hash,width,height,mode,status,error,selected_for_calibration
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch127.png,datasets/calibration/dataset/train/scratch/scratch127.png,train,scratch,scratch127.png,43075,43f6d3cb5443e52260ec36b455bd7c4c955948e9eb758bc00ba1a375d6593d95,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch128.png,datasets/calibration/dataset/train/scratch/scratch128.png,train,scratch,scratch128.png,35824,744835625102af3392981f619075697e3265b1c9894f0793c8c90db9774fd8e9,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch129.png,datasets/calibration/dataset/train/scratch/scratch129.png,train,scratch,scratch129.png,42862,0e298bfdb64567d5f3bccde5a6d4cd1408fcb494b2744ca4cac5e774450c7e20,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch13.png,datasets/calibration/dataset/train/scratch/scratch13.png,train,scratch,scratch13.png,44500,21fdb9893e951970abdfde6aec355236e983bd64f4d2dc09d03b98d9860c6d75,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch131.png,datasets/calibration/dataset/train/scratch/scratch131.png,train,scratch,scratch131.png,42956,e1039b2dafa5f802207e5c599fac52d45c33dfdaeead7aea0267436e001f1714,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch132.png,datasets/calibration/dataset/train/scratch/scratch132.png,train,scratch,scratch132.png,32736,9fc249e2611e6647167e8e6dc01eab59379c4cbe71f96b6c992bfb55c84cec3a,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch133.png,datasets/calibration/dataset/train/scratch/scratch133.png,train,scratch,scratch133.png,32661,eb56158849f4279138889accf3046a518d309d0541f56d68fc7b0de015a74285,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch134.png,datasets/calibration/dataset/train/scratch/scratch134.png,train,scratch,scratch134.png,29507,224a300fbfceb36e02deba6b0aaefe2d6dcc67aaae6476aa09d451b06ee926a3,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch135.png,datasets/calibration/dataset/train/scratch/scratch135.png,train,scratch,scratch135.png,18373,a28325eb768e7c6191579e09b19ea6c09e9574aa42c5d164b77e6c50c948f547,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch136.png,datasets/calibration/dataset/train/scratch/scratch136.png,train,scratch,scratch136.png,35787,6222f1183e43865b19f8a873ba9a020e31b90d6425ce17936e3ffd64dd102363,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch137.png,datasets/calibration/dataset/train/scratch/scratch137.png,train,scratch,scratch137.png,14615,c40f4d14f6457574ed0e4d29ad0b4f6cf35254be83aa982363a998a524b65ce7,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch138.png,datasets/calibration/dataset/train/scratch/scratch138.png,train,scratch,scratch138.png,34257,0506b1a924461fc8106678b28936760908a9075eb4d5303f064beeeb913b7fcc,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch139.png,datasets/calibration/dataset/train/scratch/scratch139.png,train,scratch,scratch139.png,29611,66d232e46ff3dea2694319a6abbc2ea4a729c35515b2bdd05ec548a28449a617,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch14.png,datasets/calibration/dataset/train/scratch/scratch14.png,train,scratch,scratch14.png,41018,2e524f0332081cf31b79530fb42574e61109ea84c3fcd14dfe609a276c227887,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch141.png,datasets/calibration/dataset/train/scratch/scratch141.png,train,scratch,scratch141.png,17456,253830da99f70ef350dd21c7c7a74e7af53323383e91bfe11eda26588730a3cc,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch142.png,datasets/calibration/dataset/train/scratch/scratch142.png,train,scratch,scratch142.png,32719,b6b7aed1924e64be80ee42ba4a9466c70f325d378647a431d5d8321fe3eacfd2,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch143.png,datasets/calibration/dataset/train/scratch/scratch143.png,train,scratch,scratch143.png,39829,84a7fbb5a42711070652371afd3d9f9625bbb2e0ba09648e574d917e063532ea,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch144.png,datasets/calibration/dataset/train/scratch/scratch144.png,train,scratch,scratch144.png,34540,95e743a0913aac654d80ace0f659ecb988742f4137844f9a6800874acbee6abf,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch145.png,datasets/calibration/dataset/train/scratch/scratch145.png,train,scratch,scratch145.png,41043,fe75b20b9e4e86bfc068fa1e9653c5b5c73993e51eaeb990f12356c48dbe38e0,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch147.png,datasets/calibration/dataset/train/scratch/scratch147.png,train,scratch,scratch147.png,16778,7f6a1295c59d4369d016ee239c096b658b8bd164d8eb69b9634c9d4ae34c7e95,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch148.png,datasets/calibration/dataset/train/scratch/scratch148.png,train,scratch,scratch148.png,41008,033717d613d0a6a8711da902703bde2f014d3cdf3f4061e71d2926363486612f,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch149.png,datasets/calibration/dataset/train/scratch/scratch149.png,train,scratch,scratch149.png,40003,4b698fa1d941c796b9ffc44e1678b18f62b8abb6bd843171311c9384e5a3083d,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch15.png,datasets/calibration/dataset/train/scratch/scratch15.png,train,scratch,scratch15.png,17206,6f2b331786423c94a4bf4123012e2c973b0402a329093939fc75722c9973ec65,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch150.png,datasets/calibration/dataset/train/scratch/scratch150.png,train,scratch,scratch150.png,40133,41768b2d625daffabea67cdf7823b38b125cf049213061d4700bbd4abe90ef86,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch16.png,datasets/calibration/dataset/train/scratch/scratch16.png,train,scratch,scratch16.png,42955,1d1693362767dc01dec3ea35d82f6520c0074c7e0e45f8a21e8070b30de94baa,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch17.png,datasets/calibration/dataset/train/scratch/scratch17.png,train,scratch,scratch17.png,16131,cb2ecf95dc2eb56775d622b0a272fa2fead21f2c259e69bde16abf4396aebee2,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch18.png,datasets/calibration/dataset/train/scratch/scratch18.png,train,scratch,scratch18.png,29306,eade6bf0b304b5df1bf37a82c74fbad9c78cd8760dba3d15ec216a7e2ae8f355,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch2.png,datasets/calibration/dataset/train/scratch/scratch2.png,train,scratch,scratch2.png,39851,7105e1e70310b51b57ea6e08028ba5a5f3726315d59d57dc1b6571477d9c98e7,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch20.png,datasets/calibration/dataset/train/scratch/scratch20.png,train,scratch,scratch20.png,32782,749f1c9cf6d0ae590d3e45c27ecbd8362ab68a308413f0faba1a25c67038cd24,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch21.png,datasets/calibration/dataset/train/scratch/scratch21.png,train,scratch,scratch21.png,43358,1db22018f44de9136f7c2e678f8c3efbee64f0c9da47d86e5a85d668860c7810,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch23.png,datasets/calibration/dataset/train/scratch/scratch23.png,train,scratch,scratch23.png,35945,00da9deb825a780493f75b69ab22a712891a4337f3414cefc1c4fb6f9f818fd7,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch24.png,datasets/calibration/dataset/train/scratch/scratch24.png,train,scratch,scratch24.png,29192,fa4733ff3f4c7747e06f566b41394e9158942c3d8cf151c01d34cdba3af48457,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch25.png,datasets/calibration/dataset/train/scratch/scratch25.png,train,scratch,scratch25.png,38095,8effa19b518e778726ead4e806548bfd6228cc889729fab0a930ed786b9e0378,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch26.png,datasets/calibration/dataset/train/scratch/scratch26.png,train,scratch,scratch26.png,50446,0815f2970ea113ef14661ee472ffa18427436e0b406f193e4ef3e41e5fe911d0,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch3.png,datasets/calibration/dataset/train/scratch/scratch3.png,train,scratch,scratch3.png,32629,7b55baa6d0e66a24548ed68c6dd774e612c2421bf16a9c608952fd4aefe5728c,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch31.png,datasets/calibration/dataset/train/scratch/scratch31.png,train,scratch,scratch31.png,44553,e9f262711ce2e94f790112dcdbe853a5b3fdfd36d3037354f0aee3651b0a5460,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch33.png,datasets/calibration/dataset/train/scratch/scratch33.png,train,scratch,scratch33.png,49734,5d3be0812a55c9d8d5f376b74b81eee2f9ac0d24de82fdbf07cdca93cf7b6892,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch34.png,datasets/calibration/dataset/train/scratch/scratch34.png,train,scratch,scratch34.png,29164,c1ab3889f7a08e11ff2e2618aa6ca05702cb93b7246c07c0a6083d168e25693b,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch35.png,datasets/calibration/dataset/train/scratch/scratch35.png,train,scratch,scratch35.png,39957,254e6f56f612d04b38ab2b68b1bfbc2c6823787b455bf003fa87edeffa4448a8,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch36.png,datasets/calibration/dataset/train/scratch/scratch36.png,train,scratch,scratch36.png,43424,f504cff4d7c267a2f3e55debc5383dac45f7947483812ba80a4ad5afd09409c6,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch38.png,datasets/calibration/dataset/train/scratch/scratch38.png,train,scratch,scratch38.png,44563,8b7e292aebe7995debe8e01e4e2abbbfe2be8ffd7144a05c849175a2355de353,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch4.jpeg,datasets/calibration/dataset/train/scratch/scratch4.jpeg,train,scratch,scratch4.jpeg,12009,929eff3958628688ca376a20ab9316967bb596cc84e3ee9fcd6dafd7f32949ef,258,203,RGB,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch4.png,datasets/calibration/dataset/train/scratch/scratch4.png,train,scratch,scratch4.png,44505,6de86f8207bbb1e51b1c70bad9299331ece3bba3d4bd19df70fff00881d38c83,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch40.png,datasets/calibration/dataset/train/scratch/scratch40.png,train,scratch,scratch40.png,32630,cf3e1fb35fde70da4dc2677a89dd05835aab6b2c8ff4a764d72d35c3119ead68,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch41.png,datasets/calibration/dataset/train/scratch/scratch41.png,train,scratch,scratch41.png,32973,5801420164925b86cc9a8e665635464bd3723861468921a2fee3a5fda6a62eea,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch42.png,datasets/calibration/dataset/train/scratch/scratch42.png,train,scratch,scratch42.png,15606,cdc69b6b3b4e5d6234a41ea89e246b6c370196944c87e0ca15f75719a92e95d9,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch43.png,datasets/calibration/dataset/train/scratch/scratch43.png,train,scratch,scratch43.png,15050,05636bcff0af2a7d694eea6ad576df364291d93cbe71fb052b1685c0ccf055c8,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch45.png,datasets/calibration/dataset/train/scratch/scratch45.png,train,scratch,scratch45.png,50407,60d07fead3de191376a0765c529e9135339895ccedcac47a310ce86fcbe06da8,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch48.png,datasets/calibration/dataset/train/scratch/scratch48.png,train,scratch,scratch48.png,38224,347ae7d4c714762f7fb68e1358e396e004e13e9a10a6fe21fa80ed95565e71de,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch49.png,datasets/calibration/dataset/train/scratch/scratch49.png,train,scratch,scratch49.png,41096,9f3c9fb42f2ca5aec934f9daee8e921b3f64a9eaba5ca2eacb465ab59114a0fd,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch5.png,datasets/calibration/dataset/train/scratch/scratch5.png,train,scratch,scratch5.png,32618,f3c8993874cb7d13df8df83aeb907b46c8169aaf47062914656d21cd74182c64,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch50.png,datasets/calibration/dataset/train/scratch/scratch50.png,train,scratch,scratch50.png,35826,8bf1bab2c8a5299370bfd0898e0322380518a198745d3314795791c66ea4af0b,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch51.png,datasets/calibration/dataset/train/scratch/scratch51.png,train,scratch,scratch51.png,36030,ccf2d9da70264c859ad9e1a3ab596e6d8e918e1b40f5ed8606043ca69daa2dab,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch53.png,datasets/calibration/dataset/train/scratch/scratch53.png,train,scratch,scratch53.png,29476,92dbbd902d473309800d23083d9edb58b8ce998845583da925c3dfefad03aab6,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch54.png,datasets/calibration/dataset/train/scratch/scratch54.png,train,scratch,scratch54.png,34203,034b0ce2aa35749cf3edd0c0925b4140300fab26cce56a13395672bcb6f9fad9,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch56.png,datasets/calibration/dataset/train/scratch/scratch56.png,train,scratch,scratch56.png,44499,1bf99509c7694b824ca570b4fd68f365d99b2dc0ee2a5f7441313d6e05b28e13,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch58.png,datasets/calibration/dataset/train/scratch/scratch58.png,train,scratch,scratch58.png,42894,9435a44cf42656ec711a2e84e0d04fd1407c6bfdfc0338dd786033a16a5745b6,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch59.png,datasets/calibration/dataset/train/scratch/scratch59.png,train,scratch,scratch59.png,34077,0010d6f8c34f11c0d3217989b8303d3c258c05ba288de19430d3f7d10cef9043,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch6.png,datasets/calibration/dataset/train/scratch/scratch6.png,train,scratch,scratch6.png,41079,c1909eca7430d1b349e9d91e840a722fbc11f4132c3c358e1433052563110847,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch60.png,datasets/calibration/dataset/train/scratch/scratch60.png,train,scratch,scratch60.png,43295,759ff95b1bc7e622fbaa795f5d28bdab5d068ea1a9bc66acc7ac6f21a5e0dc2e,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch61.png,datasets/calibration/dataset/train/scratch/scratch61.png,train,scratch,scratch61.png,41056,ee808b23d77ccd30f5da35fa0202281ceae896000f33183cd58e2c87ed1d27a7,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch62.png,datasets/calibration/dataset/train/scratch/scratch62.png,train,scratch,scratch62.png,43371,002a95eb12df98dfefe8aec370733d41590638be030098541ef499d72230e6c4,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch64.png,datasets/calibration/dataset/train/scratch/scratch64.png,train,scratch,scratch64.png,38282,51787be51ff16d309d9409d1199ea37fb11d48435780b800cb08be3157d6852c,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch66.png,datasets/calibration/dataset/train/scratch/scratch66.png,train,scratch,scratch66.png,39921,4bbefcd286c068c08f8628b1034489eab5273fe15ecf628dba9435fc9a30c334,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch67.png,datasets/calibration/dataset/train/scratch/scratch67.png,train,scratch,scratch67.png,44585,a129036205d8e6f9a9078c111926497f0563cf3390f8647946f9ef5cba1f6ded,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch69.png,datasets/calibration/dataset/train/scratch/scratch69.png,train,scratch,scratch69.png,41042,bc8892717ecf0f3849c5511529eef0a8899b8ecb8290e9a1f66742b833024d12,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch7.png,datasets/calibration/dataset/train/scratch/scratch7.png,train,scratch,scratch7.png,17614,95a2a982a045e6838225fe09b583b253acdd6f15649394dfa39524ead0b68c09,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch72.png,datasets/calibration/dataset/train/scratch/scratch72.png,train,scratch,scratch72.png,49713,67d753d8c411dfea4ef733513d300122e6d6b79b6868b7b41d7f10f0475d9681,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch73.png,datasets/calibration/dataset/train/scratch/scratch73.png,train,scratch,scratch73.png,41048,b7f890c6148c5d788f062e05cc26262363a1218558c334a5f917d166cb7c05ec,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch74.png,datasets/calibration/dataset/train/scratch/scratch74.png,train,scratch,scratch74.png,32615,5835e638c1d2dca63d412a966d4fbab50e0d216dfa9867991ff882c45656220d,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch75.png,datasets/calibration/dataset/train/scratch/scratch75.png,train,scratch,scratch75.png,42877,ed40bef823aa75c18804d48114c5e326390d41c1504a75d6e0d6761fee2ec6f7,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch76.png,datasets/calibration/dataset/train/scratch/scratch76.png,train,scratch,scratch76.png,34225,260b1015943e0be079c9417a4227e78ba99d4cfa10e49af31f8f1a122de90262,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch77.png,datasets/calibration/dataset/train/scratch/scratch77.png,train,scratch,scratch77.png,44533,f00f079c00e5b511255193cbb6f85e21afc5ef6779333a88ef4b9f7fe1a821ac,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch79.png,datasets/calibration/dataset/train/scratch/scratch79.png,train,scratch,scratch79.png,50334,a2d6c79818597f36b0841e04ec34736200e592933afaa202c4e146e95b9e1d0c,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch81.png,datasets/calibration/dataset/train/scratch/scratch81.png,train,scratch,scratch81.png,43423,7481573805b56bac0a368b3cb7998880f01339bd286ca5918195616149758976,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch85.png,datasets/calibration/dataset/train/scratch/scratch85.png,train,scratch,scratch85.png,50451,c7c7c3b27b4c641ce32ac383ac81ee1ef795d9cd34c73456e4436a3f310bab12,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch86.png,datasets/calibration/dataset/train/scratch/scratch86.png,train,scratch,scratch86.png,50295,92a43d66a1ab9f4732b862a08aa984751a0a72a841617cca094480fa71540a8b,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch88.png,datasets/calibration/dataset/train/scratch/scratch88.png,train,scratch,scratch88.png,34134,b1bbc55fc152759428583f86b66abad7df32a49efdd104a9877f6f38109635a6,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch89.png,datasets/calibration/dataset/train/scratch/scratch89.png,train,scratch,scratch89.png,39806,6944be2bd87ef247a648edc211be09da30869ef882cbac32efabc4c7b6c752da,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch9.png,datasets/calibration/dataset/train/scratch/scratch9.png,train,scratch,scratch9.png,49686,8d4e6be1c011785863dcdb33fada90664ecd6ddc5a7eed64d5b67f75e857fc8a,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch90.png,datasets/calibration/dataset/train/scratch/scratch90.png,train,scratch,scratch90.png,32652,485bd06b0f42325d9b4ec1bad8ec972cddf4c4bd3485a1ac3424f00ee5a7b0e2,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch92.png,datasets/calibration/dataset/train/scratch/scratch92.png,train,scratch,scratch92.png,17186,a111cd0375874626c62fed05b1c23e50239dde5ac03bb0643739ae8869347631,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch94.png,datasets/calibration/dataset/train/scratch/scratch94.png,train,scratch,scratch94.png,41204,227646512f1233360707506d3582c3ae720bb1646e31468fff22a03ab3561027,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch96.png,datasets/calibration/dataset/train/scratch/scratch96.png,train,scratch,scratch96.png,33472,528f75b63d6ca0c2d19aed5d52293b5ec22940caba01778fe7c2e3c505c18c4e,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch97.png,datasets/calibration/dataset/train/scratch/scratch97.png,train,scratch,scratch97.png,34456,6290a3263d0bf5db50751f21f13e43475455c42864a76ba740360ad6cb650bd6,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch98.png,datasets/calibration/dataset/train/scratch/scratch98.png,train,scratch,scratch98.png,44631,85e7a705c5916a9a5921d9be39690d4baac8ff70a7ff65688121cbe379ccb875,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/scratch/scratch99.png,datasets/calibration/dataset/train/scratch/scratch99.png,train,scratch,scratch99.png,49713,e6aa6e5a4ac8a6d7493adef89b34c7911228e8752ab32bb7a490d2395ad6c9d7,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias10.png,datasets/calibration/dataset/train/vias/vias10.png,train,vias,vias10.png,25276,87ec9604c2e8e75b77b10dc8a4d8d022b06778231c1737f060d980db81070add,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias100.png,datasets/calibration/dataset/train/vias/vias100.png,train,vias,vias100.png,29842,7f24b72f0a7768ef63823a98846068ddd1d6af4e0d695d2b455695dc39bbc90c,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias101.png,datasets/calibration/dataset/train/vias/vias101.png,train,vias,vias101.png,25946,6207ec1f91fbbe524bbe3622d517cdc5f9002b18bb7380a7c40030b04d17e74a,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias102.png,datasets/calibration/dataset/train/vias/vias102.png,train,vias,vias102.png,25334,beb4e88ff3071095c9f5b0af6ee5f2093d37c3d27c5f2aeaf4c339657aa551fc,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias103.png,datasets/calibration/dataset/train/vias/vias103.png,train,vias,vias103.png,29746,7e60311f9e5e4cf2c27e6474a172f77effda49755860a087a8439eddfee37ebf,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias104.png,datasets/calibration/dataset/train/vias/vias104.png,train,vias,vias104.png,28295,1f100da3d20ff417c75404d0876b91e3bc822d86833b9b5671af136b95b111de,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias106.png,datasets/calibration/dataset/train/vias/vias106.png,train,vias,vias106.png,29521,b9f7e5b77f7e791499592df6569c9751f6fe8aaa31b49cc70c77ea26ab972a35,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias108.png,datasets/calibration/dataset/train/vias/vias108.png,train,vias,vias108.png,29423,0a700c48b06ab211c6cf565a0d2461a439a9f97f44afd5c892450882b77fe1a3,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias11.png,datasets/calibration/dataset/train/vias/vias11.png,train,vias,vias11.png,26103,6c9cd85ca178c85102a4459e1a3a2768590c5a568e81de48a632a693312b6ec3,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias111.png,datasets/calibration/dataset/train/vias/vias111.png,train,vias,vias111.png,29547,6bb7100e04e50870a756e1aed4dcba59f0060c1e52aa7d093073fa3827437b0c,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias112.png,datasets/calibration/dataset/train/vias/vias112.png,train,vias,vias112.png,30041,1eeb759bda6b5f29fa3df10a9f3a86710dec57d76ffc68d4578d12bed213bb74,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias113.png,datasets/calibration/dataset/train/vias/vias113.png,train,vias,vias113.png,25996,93c329276393942ce16e5ff87bf8ee34b48ac36bee77f697741ac7e547f4a123,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias115.png,datasets/calibration/dataset/train/vias/vias115.png,train,vias,vias115.png,25310,a32545b02684ab962549448a10461abe44fc44390a7b8868b50fdea1eab10e22,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias117.png,datasets/calibration/dataset/train/vias/vias117.png,train,vias,vias117.png,30069,9e68e01b31aa95848aa0da2aaba2b1ff7cdf55bfec44d3733d3a85e56d167271,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias118.png,datasets/calibration/dataset/train/vias/vias118.png,train,vias,vias118.png,29387,6a65787cd226e7205eaf059910ccd45b93412ae209925bbc0c0724c3ef0d13e5,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias120.png,datasets/calibration/dataset/train/vias/vias120.png,train,vias,vias120.png,29621,55964bd669319d0f935cbfd7f2f7b643e0485cb54a643e4b93037e599e1bed09,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias121.png,datasets/calibration/dataset/train/vias/vias121.png,train,vias,vias121.png,30171,216e21b7501e5fbe7fa2e0ab1eefc6187823ba118226438bb83f4759532e7523,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias122.png,datasets/calibration/dataset/train/vias/vias122.png,train,vias,vias122.png,29972,beb2507c85c8acc7ce20c4bbf602f1ca577143b35c4d07461a45e1c2e30a5359,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias124.png,datasets/calibration/dataset/train/vias/vias124.png,train,vias,vias124.png,29296,96f5882f3fc3cad31df92335027dc96afdeb1b950e51616a1d8e74242c1e8602,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/vias/vias125.png,datasets/calibration/dataset/train/vias/vias125.png,train,vias,vias125.png,29940,0adb03a775faab5c879118457fd3085304fd38a94a07bea0b31dd153283ea9df,256,256,L,valid,,False
